id,case_number,title,fir_id,status,case_priority,assigned_officer,officer,district,opened_at,updated_at,summary,crime_type
434,202500008,Cheating & Fraud — Tumakuru,434,registered,low,59,Abdul Shastri,Tumakuru,2025-09-15 00:00:00,2026-05-25 00:00:00,Investigation into cheating & fraud in Tumakuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
435,202600014,Counterfeiting — Kalaburagi,435,under_investigation,high,34,Anil Kulkarni,Kalaburagi,2026-03-22 00:00:00,2026-05-29 00:00:00,Investigation into counterfeiting in Kalaburagi. Modus operandi syndicate. AI has linked this record to related incidents in the region.,Counterfeiting
436,202500010,Burglary — Ballari,436,under_investigation,low,39,Ramesh Kumar,Ballari,2025-02-23 00:00:00,2026-06-01 00:00:00,Investigation into burglary in Ballari. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
437,202500012,Drug Trafficking — Udupi,437,charge_sheeted,high,64,Chetan Shastri,Udupi,2025-09-18 00:00:00,2026-07-11 00:00:00,Investigation into drug trafficking in Udupi. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
438,202600006,Cybercrime — Mysuru,438,under_investigation,medium,10,Nagaraj Nayak,Mysuru,2026-05-27 00:00:00,2026-06-06 00:00:00,Investigation into cybercrime in Mysuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
439,202500009,Burglary — Tumakuru,439,charge_sheeted,medium,60,Manjunath Naik,Tumakuru,2025-03-12 00:00:00,2026-06-20 00:00:00,Investigation into burglary in Tumakuru. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
440,202600013,Robbery — Hubballi-Dharwad,440,under_investigation,high,23,Naveen Kulkarni,Hubballi-Dharwad,2026-05-01 00:00:00,2026-06-13 00:00:00,Investigation into robbery in Hubballi-Dharwad. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
441,202600014,Vehicle Theft — Mysuru,441,closed,medium,8,Abdul Patil,Mysuru,2026-07-03 00:00:00,2026-07-08 00:00:00,Investigation into vehicle theft in Mysuru. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
442,202600010,House Theft — Udupi,442,charge_sheeted,medium,66,Kavya Murthy,Udupi,2026-06-14 00:00:00,2026-07-08 00:00:00,Investigation into house theft in Udupi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
443,202500004,Drug Trafficking — Tumakuru,443,under_investigation,high,57,Chetan Achar,Tumakuru,2025-11-27 00:00:00,2026-06-22 00:00:00,Investigation into drug trafficking in Tumakuru. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
444,202500004,Robbery — Dakshina Kannada,444,registered,high,17,Praveen Murthy,Dakshina Kannada,2025-03-10 00:00:00,2026-07-08 00:00:00,Investigation into robbery in Dakshina Kannada. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
445,202600002,Kidnapping — Mysuru,445,charge_sheeted,high,8,Abdul Patil,Mysuru,2026-03-23 00:00:00,2026-06-13 00:00:00,Investigation into kidnapping in Mysuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Kidnapping
446,202500011,Cybercrime — Ballari,446,under_investigation,low,39,Ramesh Kumar,Ballari,2025-09-23 00:00:00,2026-06-13 00:00:00,Investigation into cybercrime in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
447,202500006,Assault — Kalaburagi,447,under_investigation,medium,31,Chetan Murthy,Kalaburagi,2025-12-05 00:00:00,2026-06-08 00:00:00,Investigation into assault in Kalaburagi. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
448,202500008,Extortion — Belagavi,448,registered,high,28,Sunil Gowda,Belagavi,2025-09-12 00:00:00,2026-06-20 00:00:00,Investigation into extortion in Belagavi. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
449,202600014,Vehicle Theft — Hubballi-Dharwad,449,under_investigation,medium,23,Naveen Kulkarni,Hubballi-Dharwad,2026-05-05 00:00:00,2026-07-12 00:00:00,Investigation into vehicle theft in Hubballi-Dharwad. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
450,202600010,Cheating & Fraud — Bengaluru Urban,450,charge_sheeted,low,1,Darshan Shastri,Bengaluru Urban,2026-03-19 00:00:00,2026-06-19 00:00:00,Investigation into cheating & fraud in Bengaluru Urban. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
451,202500005,House Theft — Shivamogga,451,charge_sheeted,medium,54,Vinay Bhat,Shivamogga,2025-04-24 00:00:00,2026-07-10 00:00:00,Investigation into house theft in Shivamogga. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
452,202600009,House Theft — Kalaburagi,452,registered,medium,32,Prakash Hebbar,Kalaburagi,2026-06-13 00:00:00,2026-06-13 00:00:00,Investigation into house theft in Kalaburagi. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
453,202600011,Chain Snatching — Bengaluru Urban,453,closed,medium,3,Kumar Gowda,Bengaluru Urban,2026-06-30 00:00:00,2026-06-14 00:00:00,Investigation into chain snatching in Bengaluru Urban. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
454,202500010,Chain Snatching — Bengaluru Urban,454,under_investigation,medium,1,Darshan Shastri,Bengaluru Urban,2025-03-07 00:00:00,2026-06-20 00:00:00,Investigation into chain snatching in Bengaluru Urban. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
455,202500003,Vehicle Theft — Mysuru,455,under_investigation,low,12,Prakash Kumar,Mysuru,2025-08-06 00:00:00,2026-06-06 00:00:00,Investigation into vehicle theft in Mysuru. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
456,202500008,Attempt to Murder — Hubballi-Dharwad,456,closed,high,19,Naveen Hebbar,Hubballi-Dharwad,2025-07-04 00:00:00,2026-06-07 00:00:00,Investigation into attempt to murder in Hubballi-Dharwad. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
457,202500008,House Theft — Kalaburagi,457,registered,medium,34,Anil Kulkarni,Kalaburagi,2025-12-30 00:00:00,2026-06-15 00:00:00,Investigation into house theft in Kalaburagi. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
458,202600011,Chain Snatching — Udupi,458,under_investigation,medium,65,Darshan Naik,Udupi,2026-05-15 00:00:00,2026-06-09 00:00:00,Investigation into chain snatching in Udupi. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
459,202500015,Cheating & Fraud — Mysuru,459,charge_sheeted,medium,8,Abdul Patil,Mysuru,2025-09-29 00:00:00,2026-05-19 00:00:00,Investigation into cheating & fraud in Mysuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
460,202600013,Burglary — Hubballi-Dharwad,460,registered,medium,21,Praveen Reddy,Hubballi-Dharwad,2026-07-05 00:00:00,2026-07-09 00:00:00,Investigation into burglary in Hubballi-Dharwad. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
461,202600007,Counterfeiting — Bengaluru Urban,461,under_investigation,high,5,Deepak Hebbar,Bengaluru Urban,2026-05-11 00:00:00,2026-06-18 00:00:00,Investigation into counterfeiting in Bengaluru Urban. Modus operandi syndicate. AI has linked this record to related incidents in the region.,Counterfeiting
462,202600008,Rioting — Bengaluru Urban,462,under_investigation,medium,6,Ravi Hegde,Bengaluru Urban,2026-01-20 00:00:00,2026-05-20 00:00:00,Investigation into rioting in Bengaluru Urban. Modus operandi communal. AI has linked this record to related incidents in the region.,Rioting
463,202600015,Assault — Hubballi-Dharwad,463,under_investigation,medium,22,Darshan Shetty,Hubballi-Dharwad,2026-07-15 00:00:00,2026-06-24 00:00:00,Investigation into assault in Hubballi-Dharwad. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
464,202600018,Vehicle Theft — Vijayapura,464,charge_sheeted,medium,45,Imran Kulkarni,Vijayapura,2026-05-10 00:00:00,2026-05-30 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
465,202600012,Robbery — Mandya,465,under_investigation,high,69,Lakshmi Poojary,Mandya,2026-06-16 00:00:00,2026-05-22 00:00:00,Investigation into robbery in Mandya. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
466,202600013,Cheating & Fraud — Udupi,466,under_investigation,medium,62,Abdul Naik,Udupi,2026-03-23 00:00:00,2026-07-07 00:00:00,Investigation into cheating & fraud in Udupi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
467,202600014,Assault — Hubballi-Dharwad,467,under_investigation,medium,19,Naveen Hebbar,Hubballi-Dharwad,2026-01-16 00:00:00,2026-07-14 00:00:00,Investigation into assault in Hubballi-Dharwad. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
468,202600014,Cheating & Fraud — Udupi,468,under_investigation,low,63,Darshan Kulkarni,Udupi,2026-05-29 00:00:00,2026-05-24 00:00:00,Investigation into cheating & fraud in Udupi. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
469,202600001,Burglary — Kalaburagi,469,registered,medium,31,Chetan Murthy,Kalaburagi,2026-01-05 00:00:00,2026-07-08 00:00:00,Investigation into burglary in Kalaburagi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
470,202600006,Assault — Ballari,470,charge_sheeted,low,39,Ramesh Kumar,Ballari,2026-03-02 00:00:00,2026-06-04 00:00:00,Investigation into assault in Ballari. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
471,202500005,Drug Trafficking — Hubballi-Dharwad,471,registered,high,24,Yashwanth Rao,Hubballi-Dharwad,2025-08-10 00:00:00,2026-05-26 00:00:00,Investigation into drug trafficking in Hubballi-Dharwad. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
472,202600012,Chain Snatching — Shivamogga,472,under_investigation,medium,51,Anil Naik,Shivamogga,2026-05-28 00:00:00,2026-05-29 00:00:00,Investigation into chain snatching in Shivamogga. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
473,202600012,Extortion — Bengaluru Urban,473,under_investigation,high,3,Kumar Gowda,Bengaluru Urban,2026-06-04 00:00:00,2026-05-26 00:00:00,Investigation into extortion in Bengaluru Urban. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
474,202600009,Cybercrime — Belagavi,474,closed,low,28,Sunil Gowda,Belagavi,2026-07-06 00:00:00,2026-07-09 00:00:00,Investigation into cybercrime in Belagavi. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
475,202600009,Assault — Ballari,475,under_investigation,medium,41,Kiran Desai,Ballari,2026-02-02 00:00:00,2026-07-05 00:00:00,Investigation into assault in Ballari. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
476,202600007,Burglary — Ballari,476,under_investigation,low,37,Vidya Rai,Ballari,2026-07-15 00:00:00,2026-06-25 00:00:00,Investigation into burglary in Ballari. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
477,202600010,Vehicle Theft — Ballari,477,closed,medium,41,Kiran Desai,Ballari,2026-03-29 00:00:00,2026-07-13 00:00:00,Investigation into vehicle theft in Ballari. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
478,202600006,House Theft — Dakshina Kannada,478,under_investigation,medium,17,Praveen Murthy,Dakshina Kannada,2026-02-08 00:00:00,2026-05-31 00:00:00,Investigation into house theft in Dakshina Kannada. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
479,202600013,Kidnapping — Belagavi,479,charge_sheeted,high,25,Girish Reddy,Belagavi,2026-06-02 00:00:00,2026-07-07 00:00:00,Investigation into kidnapping in Belagavi. Modus operandi ransom. AI has linked this record to related incidents in the region.,Kidnapping
480,202600015,Extortion — Kalaburagi,480,under_investigation,high,35,Deepak Kumar,Kalaburagi,2026-06-29 00:00:00,2026-07-10 00:00:00,Investigation into extortion in Kalaburagi. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
481,202600013,Vehicle Theft — Bengaluru Urban,481,under_investigation,medium,2,Nagaraj Murthy,Bengaluru Urban,2026-06-16 00:00:00,2026-06-22 00:00:00,Investigation into vehicle theft in Bengaluru Urban. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
482,202600001,House Theft — Dakshina Kannada,482,under_investigation,medium,13,Rekha Rao,Dakshina Kannada,2026-04-13 00:00:00,2026-06-19 00:00:00,Investigation into house theft in Dakshina Kannada. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
483,202600011,Cheating & Fraud — Ballari,483,closed,medium,42,Riyaz Bhat,Ballari,2026-04-11 00:00:00,2026-07-07 00:00:00,Investigation into cheating & fraud in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
484,202600016,Murder — Kalaburagi,484,registered,critical,36,Prakash Bhat,Kalaburagi,2026-05-23 00:00:00,2026-06-11 00:00:00,Investigation into murder in Kalaburagi. Modus operandi premeditated. AI has linked this record to related incidents in the region.,Murder
485,202600006,Burglary — Mandya,485,charge_sheeted,medium,70,Shivaraj Nayak,Mandya,2026-03-19 00:00:00,2026-06-20 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
486,202600003,Cybercrime — Kalaburagi,486,under_investigation,medium,32,Prakash Hebbar,Kalaburagi,2026-06-14 00:00:00,2026-06-28 00:00:00,Investigation into cybercrime in Kalaburagi. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
487,202500009,Dacoity — Belagavi,487,under_investigation,critical,29,Anil Rao,Belagavi,2025-07-19 00:00:00,2026-06-17 00:00:00,Investigation into dacoity in Belagavi. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Dacoity
488,202500006,Assault — Hubballi-Dharwad,488,under_investigation,medium,23,Naveen Kulkarni,Hubballi-Dharwad,2025-08-20 00:00:00,2026-05-17 00:00:00,Investigation into assault in Hubballi-Dharwad. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
489,202500001,Chain Snatching — Kalaburagi,489,under_investigation,medium,32,Prakash Hebbar,Kalaburagi,2025-09-21 00:00:00,2026-05-25 00:00:00,Investigation into chain snatching in Kalaburagi. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
490,202500009,Chain Snatching — Mandya,490,under_investigation,low,67,Ganesh Rai,Mandya,2025-03-02 00:00:00,2026-06-09 00:00:00,Investigation into chain snatching in Mandya. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
491,202600013,House Theft — Tumakuru,491,under_investigation,low,59,Abdul Shastri,Tumakuru,2026-02-17 00:00:00,2026-05-24 00:00:00,Investigation into house theft in Tumakuru. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
492,202600007,Vehicle Theft — Mandya,492,charge_sheeted,medium,71,Basavaraj Kulkarni,Mandya,2026-02-01 00:00:00,2026-07-01 00:00:00,Investigation into vehicle theft in Mandya. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
493,202600014,House Theft — Tumakuru,493,charge_sheeted,medium,60,Manjunath Naik,Tumakuru,2026-02-27 00:00:00,2026-05-29 00:00:00,Investigation into house theft in Tumakuru. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
494,202500009,Cybercrime — Kalaburagi,494,under_investigation,low,34,Anil Kulkarni,Kalaburagi,2025-09-02 00:00:00,2026-06-10 00:00:00,Investigation into cybercrime in Kalaburagi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
495,202500011,Kidnapping — Mandya,495,closed,high,70,Shivaraj Nayak,Mandya,2025-04-14 00:00:00,2026-05-30 00:00:00,Investigation into kidnapping in Mandya. Modus operandi ransom. AI has linked this record to related incidents in the region.,Kidnapping
496,202600015,Vehicle Theft — Udupi,496,registered,medium,63,Darshan Kulkarni,Udupi,2026-01-22 00:00:00,2026-06-25 00:00:00,Investigation into vehicle theft in Udupi. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
497,202500008,Dacoity — Vijayapura,497,closed,critical,46,Mahesh Desai,Vijayapura,2025-09-01 00:00:00,2026-07-14 00:00:00,Investigation into dacoity in Vijayapura. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Dacoity
498,202500001,Chain Snatching — Belagavi,498,charge_sheeted,low,26,Ganesh Kumar,Belagavi,2025-10-26 00:00:00,2026-06-18 00:00:00,Investigation into chain snatching in Belagavi. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
499,202600014,Attempt to Murder — Belagavi,499,under_investigation,high,25,Girish Reddy,Belagavi,2026-02-16 00:00:00,2026-06-03 00:00:00,Investigation into attempt to murder in Belagavi. Modus operandi gang rivalry. AI has linked this record to related incidents in the region.,Attempt to Murder
500,202600012,Assault — Ballari,500,charge_sheeted,low,42,Riyaz Bhat,Ballari,2026-04-23 00:00:00,2026-06-21 00:00:00,Investigation into assault in Ballari. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
